"TeamA","TeamB","prob","rand","winA","nameA","nameB"
1421,1195,0.973,0.23776,1,"UNC Asheville","FL Gulf Coast"
1338,1195,1,0.30909,1,"Pittsburgh","FL Gulf Coast"
1451,1195,0.977,0.38295,1,"Weber St","FL Gulf Coast"
1195,1455,0.07,0.31355,0,"FL Gulf Coast","Wichita St"
1221,1455,0,0.42308,0,"Holy Cross","Wichita St"
1276,1455,0.626,0.7036,0,"Michigan","Wichita St"
1114,1455,0,0.63048,0,"Ark Little Rock","Wichita St"
1139,1455,1,0.07921,1,"Butler","Wichita St"
1163,1455,0.862,0.03629,1,"Connecticut","Wichita St"
1181,1455,1,0.90314,1,"Duke","Wichita St"
1211,1455,1,0.66928,1,"Gonzaga","Wichita St"
1231,1455,0.892,0.6528,1,"Indiana","Wichita St"
1235,1455,0.862,0.98359,0,"Iowa St","Wichita St"
1242,1455,1,0.60035,1,"Kansas","Wichita St"
1246,1455,1,0.22932,1,"Kentucky","Wichita St"
1274,1455,1,0.63002,1,"Miami FL","Wichita St"
1314,1455,1,0.73473,1,"North Carolina","Wichita St"
1344,1455,1,0.11433,1,"Providence","Wichita St"
1428,1455,1,0.65361,1,"Utah","Wichita St"
1438,1455,0.111,0.6445,0,"Virginia","Wichita St"
1463,1455,0,0.28995,0,"Yale","Wichita St"
1218,1455,1,0.07191,1,"Hawaii","Wichita St"
1234,1455,0.882,0.46582,1,"Iowa","Wichita St"
1268,1455,1,0.01518,1,"Maryland","Wichita St"
1292,1455,0.697,0.21311,1,"MTSU","Wichita St"
1320,1455,0.009,0.66595,0,"Northern Iowa","Wichita St"
1323,1455,0.559,0.32337,1,"Notre Dame","Wichita St"
1328,1455,1,0.98912,1,"Oklahoma","Wichita St"
1332,1455,1,0.02381,1,"Oregon","Wichita St"
1372,1455,0.256,0.43425,0,"SF Austin","Wichita St"
1386,1455,1,0.97181,1,"St Joseph's PA","Wichita St"
1393,1455,0.001,0.40043,0,"Syracuse","Wichita St"
1401,1455,1,0.40636,1,"Texas A&M","Wichita St"
1433,1455,1,0.67735,1,"VA Commonwealth","Wichita St"
1437,1455,1,0.66807,1,"Villanova","Wichita St"
1458,1455,0,0.25243,0,"Wisconsin","Wichita St"
1462,1455,1,0.46915,1,"Xavier","Wichita St"
1192,1455,0.033,0.67422,0,"F Dickinson","Wichita St"
1435,1455,1,0.14045,1,"Vanderbilt","Wichita St"
1380,1455,0,0.58386,0,"Southern Univ","Wichita St"
1409,1455,0.96,0.54782,1,"Tulsa","Wichita St"
1345,1455,1,0.28003,1,"Purdue","Wichita St"
1403,1455,0.73,0.02187,1,"Texas Tech","Wichita St"
1160,1455,1,0.07726,1,"Colorado","Wichita St"
1423,1455,0.025,0.38841,0,"UNC Wilmington","Wichita St"
1371,1455,1,0.38077,1,"Seton Hall","Wichita St"
1151,1455,1,0.42712,1,"Chattanooga","Wichita St"
1233,1455,0.868,0.34135,1,"Iona","Wichita St"
1122,1455,0.997,0.66343,1,"Austin Peay","Wichita St"
1392,1455,0.111,0.77124,0,"Stony Brook","Wichita St"
1138,1455,1,0.35153,1,"Buffalo","Wichita St"
1425,1455,1,0.72684,1,"USC","Wichita St"
1201,1455,0.998,0.28049,1,"Fresno St","Wichita St"
1214,1455,0.807,0.59243,1,"Hampton","Wichita St"
1112,1455,1,0.75014,1,"Arizona","Wichita St"
1124,1455,0.999,0.12331,1,"Baylor","Wichita St"
1143,1455,1,0.20435,1,"California","Wichita St"
1396,1455,0.828,0.40733,1,"Temple","Wichita St"
1355,1455,1,0.9232,1,"S Dakota St","Wichita St"
1277,1455,0.504,0.31297,1,"Michigan St","Wichita St"
1400,1455,0.997,0.21313,1,"Texas","Wichita St"
1167,1455,0,0.25416,0,"CS Bakersfield","Wichita St"
1452,1455,0.999,0.16305,1,"West Virginia","Wichita St"
1153,1455,0.893,0.83387,1,"Cincinnati","Wichita St"
1173,1455,0.999,0.2222,1,"Dayton","Wichita St"
1453,1455,1,0.32204,1,"WI Green Bay","Wichita St"
1333,1455,0,0.78093,0,"Oregon St","Wichita St"
1421,1455,0.997,0.37157,1,"UNC Asheville","Wichita St"
1338,1455,1,0.84606,1,"Pittsburgh","Wichita St"
1451,1455,1,0.50604,1,"Weber St","Wichita St"
1195,1221,0.091,0.23432,0,"FL Gulf Coast","Holy Cross"
1455,1221,1,0.42077,1,"Wichita St","Holy Cross"
1276,1221,0.885,0.33174,1,"Michigan","Holy Cross"
1114,1221,0.088,0.85895,0,"Ark Little Rock","Holy Cross"
1139,1221,0.999,0.91576,1,"Butler","Holy Cross"
1163,1221,1,0.01373,1,"Connecticut","Holy Cross"
1181,1221,1,0.11551,1,"Duke","Holy Cross"
1211,1221,1,0.49619,1,"Gonzaga","Holy Cross"
1231,1221,1,0.87752,1,"Indiana","Holy Cross"
1235,1221,0.914,0.8257,1,"Iowa St","Holy Cross"
1242,1221,1,0.71492,1,"Kansas","Holy Cross"
1246,1221,1,0.4735,1,"Kentucky","Holy Cross"
1274,1221,0.999,0.51187,1,"Miami FL","Holy Cross"
1314,1221,1,0.53913,1,"North Carolina","Holy Cross"
1344,1221,1,0.76307,1,"Providence","Holy Cross"
1428,1221,1,0.13771,1,"Utah","Holy Cross"
1438,1221,0.269,0.45372,0,"Virginia","Holy Cross"
1463,1221,0,0.36237,0,"Yale","Holy Cross"
1218,1221,1,0.47268,1,"Hawaii","Holy Cross"
1234,1221,1,0.48889,1,"Iowa","Holy Cross"
1268,1221,1,0.64313,1,"Maryland","Holy Cross"
1292,1221,0.663,0.2087,1,"MTSU","Holy Cross"
1320,1221,0.797,0.2167,1,"Northern Iowa","Holy Cross"
1323,1221,1,0.01448,1,"Notre Dame","Holy Cross"
1328,1221,1,0.89972,1,"Oklahoma","Holy Cross"
1332,1221,1,0.25611,1,"Oregon","Holy Cross"
1372,1221,0.025,0.15404,0,"SF Austin","Holy Cross"
1386,1221,1,0.77881,1,"St Joseph's PA","Holy Cross"
1393,1221,1,0.30822,1,"Syracuse","Holy Cross"
1401,1221,1,0.39616,1,"Texas A&M","Holy Cross"
1433,1221,1,0.72572,1,"VA Commonwealth","Holy Cross"
1437,1221,1,0.96871,1,"Villanova","Holy Cross"
1458,1221,0.999,0.39817,1,"Wisconsin","Holy Cross"
1462,1221,1,0.01057,1,"Xavier","Holy Cross"
1192,1221,0.625,0.08601,1,"F Dickinson","Holy Cross"
1435,1221,1,0.80667,1,"Vanderbilt","Holy Cross"
1380,1221,0.999,0.91948,1,"Southern Univ","Holy Cross"
1409,1221,1,0.37013,1,"Tulsa","Holy Cross"
1345,1221,1,0.33964,1,"Purdue","Holy Cross"
1403,1221,0.999,0.26105,1,"Texas Tech","Holy Cross"
1160,1221,1,0.81975,1,"Colorado","Holy Cross"
1423,1221,0.999,0.34271,1,"UNC Wilmington","Holy Cross"
1371,1221,0.998,0.64378,1,"Seton Hall","Holy Cross"
1151,1221,1,0.08963,1,"Chattanooga","Holy Cross"
1233,1221,1,0.734,1,"Iona","Holy Cross"
1122,1221,0.998,0.78904,1,"Austin Peay","Holy Cross"
1392,1221,0.151,0.71343,0,"Stony Brook","Holy Cross"
1138,1221,1,0.43596,1,"Buffalo","Holy Cross"
1425,1221,1,0.81698,1,"USC","Holy Cross"
1201,1221,0.999,0.23894,1,"Fresno St","Holy Cross"
1214,1221,0.999,0.41627,1,"Hampton","Holy Cross"
1112,1221,1,0.8855,1,"Arizona","Holy Cross"
1124,1221,1,0.71016,1,"Baylor","Holy Cross"
1143,1221,1,0.52881,1,"California","Holy Cross"
1396,1221,0.828,0.19619,1,"Temple","Holy Cross"
1355,1221,1,0.40427,1,"S Dakota St","Holy Cross"
1277,1221,1,0.76862,1,"Michigan St","Holy Cross"
1400,1221,0.999,0.73234,1,"Texas","Holy Cross"
1167,1221,0.088,0.84643,0,"CS Bakersfield","Holy Cross"
1452,1221,1,0.12075,1,"West Virginia","Holy Cross"
1153,1221,1,0.1662,1,"Cincinnati","Holy Cross"
1173,1221,1,0.74823,1,"Dayton","Holy Cross"
1453,1221,1,0.82554,1,"WI Green Bay","Holy Cross"
1333,1221,0.607,0.37672,1,"Oregon St","Holy Cross"
1421,1221,0.999,0.20698,1,"UNC Asheville","Holy Cross"
1338,1221,1,0.59207,1,"Pittsburgh","Holy Cross"
1451,1221,1,0.59167,1,"Weber St","Holy Cross"
1195,1276,0,0.42338,0,"FL Gulf Coast","Michigan"
1455,1276,0.77,0.46332,1,"Wichita St","Michigan"
1221,1276,0.447,0.85238,0,"Holy Cross","Michigan"
1114,1276,0,0.99944,0,"Ark Little Rock","Michigan"
1139,1276,0.615,0.5975,1,"Butler","Michigan"
1163,1276,0.998,0.32047,1,"Connecticut","Michigan"
1181,1276,0.996,0.57772,1,"Duke","Michigan"
1211,1276,0.999,0.59327,1,"Gonzaga","Michigan"
1231,1276,1,0.50192,1,"Indiana","Michigan"
1235,1276,0.097,0.32181,0,"Iowa St","Michigan"
1242,1276,1,0.6931,1,"Kansas","Michigan"
1246,1276,0.999,0.17901,1,"Kentucky","Michigan"
1274,1276,0.51,0.37767,1,"Miami FL","Michigan"
1314,1276,1,0.27002,1,"North Carolina","Michigan"
1344,1276,0.704,0.41628,1,"Providence","Michigan"
1428,1276,1,0.8451,1,"Utah","Michigan"
1438,1276,0.581,0.44496,1,"Virginia","Michigan"
1463,1276,0.721,0.81784,0,"Yale","Michigan"
1218,1276,0.528,0.1762,1,"Hawaii","Michigan"
1234,1276,0.89,0.77566,1,"Iowa","Michigan"
1268,1276,0.613,0.91341,0,"Maryland","Michigan"
1292,1276,0,0.87402,0,"MTSU","Michigan"
1320,1276,0.318,0.36206,0,"Northern Iowa","Michigan"
1323,1276,0.975,0.57801,1,"Notre Dame","Michigan"
1328,1276,1,0.37609,1,"Oklahoma","Michigan"
1332,1276,0.996,0.92907,1,"Oregon","Michigan"
1372,1276,0,0.96542,0,"SF Austin","Michigan"
1386,1276,1,0.971,1,"St Joseph's PA","Michigan"
1393,1276,0.447,0.70352,0,"Syracuse","Michigan"
1401,1276,1,0.80083,1,"Texas A&M","Michigan"
1433,1276,0.999,0.5189,1,"VA Commonwealth","Michigan"
1437,1276,1,0.12377,1,"Villanova","Michigan"
1458,1276,0.447,0.95006,0,"Wisconsin","Michigan"
1462,1276,0.999,0.1612,1,"Xavier","Michigan"
1192,1276,0.467,0.98489,0,"F Dickinson","Michigan"
1435,1276,0.663,0.15136,1,"Vanderbilt","Michigan"
1380,1276,0.447,0.17461,1,"Southern Univ","Michigan"
1409,1276,0.447,0.08502,1,"Tulsa","Michigan"
1345,1276,1,0.08547,1,"Purdue","Michigan"
1403,1276,0.447,0.72778,0,"Texas Tech","Michigan"
1160,1276,0.681,0.51249,1,"Colorado","Michigan"
1423,1276,0.447,0.91248,0,"UNC Wilmington","Michigan"
1371,1276,0.991,0.58407,1,"Seton Hall","Michigan"
1151,1276,0.447,0.6946,0,"Chattanooga","Michigan"
1233,1276,1,0.97383,1,"Iona","Michigan"
1122,1276,0.613,0.90673,0,"Austin Peay","Michigan"
1392,1276,0,0.90357,0,"Stony Brook","Michigan"
1138,1276,0.631,0.40794,1,"Buffalo","Michigan"
1425,1276,0.999,0.4871,1,"USC","Michigan"
1201,1276,0.631,0.50312,1,"Fresno St","Michigan"
1214,1276,0.663,0.41033,1,"Hampton","Michigan"
1112,1276,0.999,0.35605,1,"Arizona","Michigan"
1124,1276,0.564,0.83452,0,"Baylor","Michigan"
1143,1276,0.557,0.55876,0,"California","Michigan"
1396,1276,0,0.60461,0,"Temple","Michigan"
1355,1276,0.639,0.76004,0,"S Dakota St","Michigan"
1277,1276,1,0.43961,1,"Michigan St","Michigan"
1400,1276,0.501,0.3327,1,"Texas","Michigan"
1167,1276,0.447,0.71798,0,"CS Bakersfield","Michigan"
1452,1276,0.999,0.68888,1,"West Virginia","Michigan"
1153,1276,0.806,0.14918,1,"Cincinnati","Michigan"
1173,1276,0.613,0.85876,0,"Dayton","Michigan"
1453,1276,0.998,0.1602,1,"WI Green Bay","Michigan"
1333,1276,0.447,0.45673,0,"Oregon St","Michigan"
1421,1276,0.447,0.9424,0,"UNC Asheville","Michigan"
1338,1276,0.617,0.9195,0,"Pittsburgh","Michigan"
1451,1276,0.652,0.2708,1,"Weber St","Michigan"
1195,1114,0.999,0.34772,1,"FL Gulf Coast","Ark Little Rock"
1455,1114,1,0.71914,1,"Wichita St","Ark Little Rock"
1221,1114,0.902,0.17311,1,"Holy Cross","Ark Little Rock"
1276,1114,1,0.99817,1,"Michigan","Ark Little Rock"
1139,1114,1,0.23889,1,"Butler","Ark Little Rock"
1163,1114,1,0.57928,1,"Connecticut","Ark Little Rock"
1181,1114,1,0.01132,1,"Duke","Ark Little Rock"
1211,1114,1,0.94707,1,"Gonzaga","Ark Little Rock"
1231,1114,1,0.69511,1,"Indiana","Ark Little Rock"
1235,1114,0.898,0.25513,1,"Iowa St","Ark Little Rock"
1242,1114,1,0.3918,1,"Kansas","Ark Little Rock"
1246,1114,1,0.8214,1,"Kentucky","Ark Little Rock"
1274,1114,1,0.37259,1,"Miami FL","Ark Little Rock"
1314,1114,1,0.08121,1,"North Carolina","Ark Little Rock"
1344,1114,1,0.65239,1,"Providence","Ark Little Rock"
1428,1114,1,0.20199,1,"Utah","Ark Little Rock"
1438,1114,1,0.51296,1,"Virginia","Ark Little Rock"
1463,1114,0.781,0.47149,1,"Yale","Ark Little Rock"
1218,1114,1,0.73233,1,"Hawaii","Ark Little Rock"
1234,1114,1,0.2125,1,"Iowa","Ark Little Rock"
1268,1114,1,0.73184,1,"Maryland","Ark Little Rock"
1292,1114,1,0.13118,1,"MTSU","Ark Little Rock"
1320,1114,1,0.31677,1,"Northern Iowa","Ark Little Rock"
1323,1114,1,0.88514,1,"Notre Dame","Ark Little Rock"
1328,1114,1,0.05752,1,"Oklahoma","Ark Little Rock"
1332,1114,1,0.50227,1,"Oregon","Ark Little Rock"
1372,1114,1,0.94953,1,"SF Austin","Ark Little Rock"
1386,1114,1,0.68365,1,"St Joseph's PA","Ark Little Rock"
1393,1114,0.993,0.72916,1,"Syracuse","Ark Little Rock"
1401,1114,1,0.66185,1,"Texas A&M","Ark Little Rock"
1433,1114,1,0.22349,1,"VA Commonwealth","Ark Little Rock"
1437,1114,1,0.02659,1,"Villanova","Ark Little Rock"
1458,1114,0.811,0.83945,0,"Wisconsin","Ark Little Rock"
1462,1114,1,0.97408,1,"Xavier","Ark Little Rock"
1192,1114,1,0.60629,1,"F Dickinson","Ark Little Rock"
1435,1114,1,0.60545,1,"Vanderbilt","Ark Little Rock"
1380,1114,0.995,0.74489,1,"Southern Univ","Ark Little Rock"
1409,1114,1,0.70446,1,"Tulsa","Ark Little Rock"
1345,1114,1,0.68801,1,"Purdue","Ark Little Rock"
1403,1114,0.635,0.88752,0,"Texas Tech","Ark Little Rock"
1160,1114,1,0.1137,1,"Colorado","Ark Little Rock"
1423,1114,1,0.19687,1,"UNC Wilmington","Ark Little Rock"
1371,1114,1,0.03011,1,"Seton Hall","Ark Little Rock"
1151,1114,1,0.23564,1,"Chattanooga","Ark Little Rock"
1233,1114,1,0.25199,1,"Iona","Ark Little Rock"
1122,1114,1,0.64925,1,"Austin Peay","Ark Little Rock"
1392,1114,0.961,0.15633,1,"Stony Brook","Ark Little Rock"
1138,1114,1,0.07543,1,"Buffalo","Ark Little Rock"
1425,1114,1,0.56993,1,"USC","Ark Little Rock"
1201,1114,1,0.76485,1,"Fresno St","Ark Little Rock"
1214,1114,0.705,0.52774,1,"Hampton","Ark Little Rock"
1112,1114,1,0.29149,1,"Arizona","Ark Little Rock"
1124,1114,0.999,0.39475,1,"Baylor","Ark Little Rock"
1143,1114,1,0.36371,1,"California","Ark Little Rock"
1396,1114,0.941,0.98559,0,"Temple","Ark Little Rock"
1355,1114,1,0.34263,1,"S Dakota St","Ark Little Rock"
1277,1114,1,0.4486,1,"Michigan St","Ark Little Rock"
1400,1114,1,0.56721,1,"Texas","Ark Little Rock"
1167,1114,0.607,0.83081,0,"CS Bakersfield","Ark Little Rock"
1452,1114,1,0.4289,1,"West Virginia","Ark Little Rock"
1153,1114,1,0.44325,1,"Cincinnati","Ark Little Rock"
1173,1114,1,0.24084,1,"Dayton","Ark Little Rock"
1453,1114,1,0.10027,1,"WI Green Bay","Ark Little Rock"
1333,1114,0.546,0.45452,1,"Oregon St","Ark Little Rock"
1421,1114,0.997,0.46253,1,"UNC Asheville","Ark Little Rock"
1338,1114,1,0.78119,1,"Pittsburgh","Ark Little Rock"
1451,1114,1,0.74534,1,"Weber St","Ark Little Rock"
1195,1139,0,0.46524,0,"FL Gulf Coast","Butler"
1455,1139,0,0.98629,0,"Wichita St","Butler"
1221,1139,0.003,0.94572,0,"Holy Cross","Butler"
1276,1139,0.504,0.0355,1,"Michigan","Butler"
1114,1139,0,0.55399,0,"Ark Little Rock","Butler"
1163,1139,0.854,0.81285,1,"Connecticut","Butler"
1181,1139,1,0.20239,1,"Duke","Butler"
1211,1139,0.821,0.56629,1,"Gonzaga","Butler"
1231,1139,0.895,0.09247,1,"Indiana","Butler"
1235,1139,0.854,0.5116,1,"Iowa St","Butler"
1242,1139,1,0.19707,1,"Kansas","Butler"
1246,1139,1,0.53039,1,"Kentucky","Butler"
1274,1139,0,0.97701,0,"Miami FL","Butler"
1314,1139,0.194,0.6121,0,"North Carolina","Butler"
1344,1139,0.012,0.34745,0,"Providence","Butler"
1428,1139,0.853,0.37947,1,"Utah","Butler"
1438,1139,0,0.42207,0,"Virginia","Butler"
1463,1139,0,0.27038,0,"Yale","Butler"
1218,1139,0,0.03586,0,"Hawaii","Butler"
1234,1139,0.003,0.56226,0,"Iowa","Butler"
1268,1139,0.004,0.81457,0,"Maryland","Butler"
1292,1139,0.001,0.55805,0,"MTSU","Butler"
1320,1139,0.004,0.27903,0,"Northern Iowa","Butler"
1323,1139,0.103,0.46566,0,"Notre Dame","Butler"
1328,1139,0.868,0.31579,1,"Oklahoma","Butler"
1332,1139,1,0.78612,1,"Oregon","Butler"
1372,1139,0,0.51853,0,"SF Austin","Butler"
1386,1139,1,0.20411,1,"St Joseph's PA","Butler"
1393,1139,0.002,0.17284,0,"Syracuse","Butler"
1401,1139,0.925,0.33462,1,"Texas A&M","Butler"
1433,1139,0.532,0.60973,0,"VA Commonwealth","Butler"
1437,1139,0.868,0.81777,1,"Villanova","Butler"
1458,1139,0,0.00641,0,"Wisconsin","Butler"
1462,1139,1,0.20146,1,"Xavier","Butler"
1192,1139,0,0.43199,0,"F Dickinson","Butler"
1435,1139,0.005,0.27727,0,"Vanderbilt","Butler"
1380,1139,0,0.23577,0,"Southern Univ","Butler"
1409,1139,0,0.88259,0,"Tulsa","Butler"
1345,1139,0.876,0.07634,1,"Purdue","Butler"
1403,1139,0,0.02743,0,"Texas Tech","Butler"
1160,1139,0.737,0.48922,1,"Colorado","Butler"
1423,1139,0,0.5328,0,"UNC Wilmington","Butler"
1371,1139,0,0.64201,0,"Seton Hall","Butler"
1151,1139,0.059,0.54722,0,"Chattanooga","Butler"
1233,1139,0.741,0.48204,1,"Iona","Butler"
1122,1139,0.824,0.42352,1,"Austin Peay","Butler"
1392,1139,0,0.98895,0,"Stony Brook","Butler"
1138,1139,0.928,0.09198,1,"Buffalo","Butler"
1425,1139,0.934,0.64299,1,"USC","Butler"
1201,1139,0,0.0437,0,"Fresno St","Butler"
1214,1139,0,0.64369,0,"Hampton","Butler"
1112,1139,1,0.80445,1,"Arizona","Butler"
1124,1139,0,0.26986,0,"Baylor","Butler"
1143,1139,0.015,0.50294,0,"California","Butler"
1396,1139,0.002,0.59941,0,"Temple","Butler"
1355,1139,0.007,0.22881,0,"S Dakota St","Butler"
1277,1139,0.504,0.39834,1,"Michigan St","Butler"
1400,1139,0,0.52916,0,"Texas","Butler"
1167,1139,0,0.53001,0,"CS Bakersfield","Butler"
1452,1139,1,0.68005,1,"West Virginia","Butler"
1153,1139,0.002,0.19692,0,"Cincinnati","Butler"
1173,1139,0,0.72365,0,"Dayton","Butler"
1453,1139,1,0.05036,1,"WI Green Bay","Butler"
1333,1139,0,0.41693,0,"Oregon St","Butler"
1421,1139,0,0.36996,0,"UNC Asheville","Butler"
1338,1139,0,0.19701,0,"Pittsburgh","Butler"
1451,1139,0.016,0.11187,0,"Weber St","Butler"
1195,1163,0,0.74385,0,"FL Gulf Coast","Connecticut"
1455,1163,0.769,0.6978,1,"Wichita St","Connecticut"
1221,1163,0,0.70534,0,"Holy Cross","Connecticut"
1276,1163,0.003,0.70324,0,"Michigan","Connecticut"
1114,1163,0,0.28666,0,"Ark Little Rock","Connecticut"
1139,1163,0.634,0.19902,1,"Butler","Connecticut"
1181,1163,1,0.94225,1,"Duke","Connecticut"
1211,1163,1,0.43663,1,"Gonzaga","Connecticut"
1231,1163,1,0.8389,1,"Indiana","Connecticut"
1235,1163,0.687,0.3899,1,"Iowa St","Connecticut"
1242,1163,1,0.15259,1,"Kansas","Connecticut"
1246,1163,1,0.38596,1,"Kentucky","Connecticut"
1274,1163,0.734,0.049,1,"Miami FL","Connecticut"
1314,1163,1,0.71476,1,"North Carolina","Connecticut"
1344,1163,0.827,0.81059,1,"Providence","Connecticut"
1428,1163,0.876,0.51049,1,"Utah","Connecticut"
1438,1163,0,0.76613,0,"Virginia","Connecticut"
1463,1163,0,0.60596,0,"Yale","Connecticut"
1218,1163,0.669,0.64522,1,"Hawaii","Connecticut"
1234,1163,0.079,0.17775,0,"Iowa","Connecticut"
1268,1163,0.232,0.60495,0,"Maryland","Connecticut"
1292,1163,0,0.2408,0,"MTSU","Connecticut"
1320,1163,0.003,0.39773,0,"Northern Iowa","Connecticut"
1323,1163,0,0.78817,0,"Notre Dame","Connecticut"
1328,1163,0.589,0.92809,0,"Oklahoma","Connecticut"
1332,1163,1,0.39422,1,"Oregon","Connecticut"
1372,1163,0,0.307,0,"SF Austin","Connecticut"
1386,1163,1,0.18871,1,"St Joseph's PA","Connecticut"
1393,1163,0.008,0.83426,0,"Syracuse","Connecticut"
1401,1163,1,0.30768,1,"Texas A&M","Connecticut"
1433,1163,1,0.10077,1,"VA Commonwealth","Connecticut"
1437,1163,1,0.44884,1,"Villanova","Connecticut"
1458,1163,0.783,0.91865,0,"Wisconsin","Connecticut"
1462,1163,0.891,0.07058,1,"Xavier","Connecticut"
1192,1163,0,0.20125,0,"F Dickinson","Connecticut"
1435,1163,0.992,0.91256,1,"Vanderbilt","Connecticut"
1380,1163,0,0.61663,0,"Southern Univ","Connecticut"
1409,1163,0.806,0.51136,1,"Tulsa","Connecticut"
1345,1163,1,0.99395,1,"Purdue","Connecticut"
1403,1163,0.722,0.80522,0,"Texas Tech","Connecticut"
1160,1163,0.911,0.80476,1,"Colorado","Connecticut"
1423,1163,0,0.77374,0,"UNC Wilmington","Connecticut"
1371,1163,0.421,0.64926,0,"Seton Hall","Connecticut"
1151,1163,0.658,0.29955,1,"Chattanooga","Connecticut"
1233,1163,0.002,0.09005,0,"Iona","Connecticut"
1122,1163,0.629,0.72419,0,"Austin Peay","Connecticut"
1392,1163,0,0.18759,0,"Stony Brook","Connecticut"
1138,1163,0.864,0.23661,1,"Buffalo","Connecticut"
1425,1163,1,0.5202,1,"USC","Connecticut"
1201,1163,0.634,0.75787,0,"Fresno St","Connecticut"
1214,1163,0.475,0.32046,1,"Hampton","Connecticut"
1112,1163,1,0.28406,1,"Arizona","Connecticut"
