"TeamA","TeamB","prob","rand","winA","nameA","nameB"
1195,1112,0,0.49381,0,"FL Gulf Coast","Arizona"
1355,1112,0.001,0.14214,0,"S Dakota St","Arizona"
1305,1112,1,0.99508,1,"Nevada","Arizona"
1278,1112,0,0.2783,0,"Minnesota","Arizona"
1435,1112,0.001,0.76566,0,"Vanderbilt","Arizona"
1343,1112,0.001,0.16694,0,"Princeton","Arizona"
1436,1112,0,0.64335,0,"Vermont","Arizona"
1433,1112,0.013,0.85405,0,"VA Commonwealth","Arizona"
1423,1112,0.156,0.2177,0,"UNC Wilmington","Arizona"
1137,1112,0.212,0.77179,0,"Bucknell","Arizona"
1439,1112,0.002,0.05974,0,"Virginia Tech","Arizona"
1268,1112,0,0.69961,0,"Maryland","Arizona"
1371,1112,0,0.03629,0,"Seton Hall","Arizona"
1308,1112,0,0.58618,0,"New Mexico St","Arizona"
1407,1112,0,0.04905,0,"Troy","Arizona"
1297,1112,0,0.44208,0,"N Kentucky","Arizona"
1240,1112,0,0.91313,0,"Jacksonville St","Arizona"
1329,1112,0.168,0.0613,1,"Oklahoma St","Arizona"
1274,1112,0,0.32355,0,"Miami FL","Arizona"
1411,1112,0.411,0.79349,0,"TX Southern","Arizona"
1233,1112,0.234,0.56507,0,"Iona","Arizona"
1166,1112,0.63,0.71167,0,"Creighton","Arizona"
1266,1112,0.148,0.3791,0,"Marquette","Arizona"
1245,1112,0.076,0.84009,0,"Kent","Arizona"
1374,1112,0.009,0.27499,0,"SMU","Arizona"
1173,1112,0.002,0.1744,0,"Dayton","Arizona"
1243,1139,0.877,0.78616,1,"Kansas St","Butler"
1291,1139,0.005,0.09662,0,"Mt St Mary's","Butler"
1413,1139,0.001,0.86302,0,"UC Davis","Butler"
1425,1139,1,0.70207,1,"USC","Butler"
1112,1139,1,0.69006,1,"Arizona","Butler"
1196,1139,1,0.63594,1,"Florida","Butler"
1199,1139,1,0.48741,1,"Florida St","Butler"
1211,1139,1,0.21477,1,"Gonzaga","Butler"
1235,1139,0.735,0.76826,0,"Iowa St","Butler"
1292,1139,0.184,0.446,0,"MTSU","Butler"
1321,1139,1,0.25439,1,"Northwestern","Butler"
1323,1139,1,0.32429,1,"Notre Dame","Butler"
1345,1139,1,0.68416,1,"Purdue","Butler"
1388,1139,0.579,0.13368,1,"St Mary's CA","Butler"
1437,1139,1,0.781,1,"Villanova","Butler"
1438,1139,0,0.07516,0,"Virginia","Butler"
1452,1139,1,0.44858,1,"West Virginia","Butler"
1458,1139,0.925,0.07972,1,"Wisconsin","Butler"
1462,1139,1,0.805,1,"Xavier","Butler"
1116,1139,1,0.70283,1,"Arkansas","Butler"
1124,1139,0,0.96255,0,"Baylor","Butler"
1153,1139,1,0.88143,1,"Cincinnati","Butler"
1181,1139,1,0.68922,1,"Duke","Butler"
1242,1139,1,0.07964,1,"Kansas","Butler"
1246,1139,1,0.01465,1,"Kentucky","Butler"
1257,1139,0.999,0.61333,1,"Louisville","Butler"
1276,1139,1,0.63937,1,"Michigan","Butler"
1277,1139,0.384,0.9079,0,"Michigan St","Butler"
1314,1139,1,0.0276,1,"North Carolina","Butler"
1332,1139,1,0.57892,1,"Oregon","Butler"
1348,1139,1,0.24767,1,"Rhode Island","Butler"
1376,1139,0.7,0.0894,1,"South Carolina","Butler"
1417,1139,0.735,0.02637,1,"UCLA","Butler"
1455,1139,1,0.92667,1,"Wichita St","Butler"
1448,1139,1,0.78202,1,"Wake Forest","Butler"
1309,1139,0,0.24683,0,"New Orleans","Butler"
1300,1139,0,0.50877,0,"NC Central","Butler"
1344,1139,0,0.33491,0,"Providence","Butler"
1315,1139,0,0.86764,0,"North Dakota","Butler"
1457,1139,0.965,0.16954,1,"Winthrop","Butler"
1190,1139,1,0.53207,1,"ETSU","Butler"
1195,1139,0.363,0.07582,1,"FL Gulf Coast","Butler"
1355,1139,0.981,0.49741,1,"S Dakota St","Butler"
1305,1139,1,0.51987,1,"Nevada","Butler"
1278,1139,1,0.9794,1,"Minnesota","Butler"
1435,1139,0.985,0.00221,1,"Vanderbilt","Butler"
1343,1139,0.001,0.78801,0,"Princeton","Butler"
1436,1139,0.342,0.67792,0,"Vermont","Butler"
1433,1139,1,0.82075,1,"VA Commonwealth","Butler"
1423,1139,0.779,0.08813,1,"UNC Wilmington","Butler"
1137,1139,1,0.8583,1,"Bucknell","Butler"
1439,1139,1,0.46521,1,"Virginia Tech","Butler"
1268,1139,0.173,0.74272,0,"Maryland","Butler"
1371,1139,0.961,0.97591,0,"Seton Hall","Butler"
1308,1139,0.908,0.91591,0,"New Mexico St","Butler"
1407,1139,1,0.11943,1,"Troy","Butler"
1297,1139,0.488,0.99312,0,"N Kentucky","Butler"
1240,1139,0,0.31366,0,"Jacksonville St","Butler"
1329,1139,1,0.70774,1,"Oklahoma St","Butler"
1274,1139,0,0.86239,0,"Miami FL","Butler"
1411,1139,1,0.75713,1,"TX Southern","Butler"
1233,1139,1,0.38863,1,"Iona","Butler"
1166,1139,0.811,0.25604,1,"Creighton","Butler"
1266,1139,0.979,0.11504,1,"Marquette","Butler"
1245,1139,1,0.17834,1,"Kent","Butler"
1374,1139,1,0.01358,1,"SMU","Butler"
1173,1139,0.992,0.84435,1,"Dayton","Butler"
1243,1196,0,0.39901,0,"Kansas St","Florida"
1291,1196,0,0.14041,0,"Mt St Mary's","Florida"
1413,1196,0,0.3498,0,"UC Davis","Florida"
1425,1196,1,0.62629,1,"USC","Florida"
1112,1196,0.999,0.60883,1,"Arizona","Florida"
1139,1196,0,0.08711,0,"Butler","Florida"
1199,1196,0.172,0.47686,0,"Florida St","Florida"
1211,1196,0.973,0.85216,1,"Gonzaga","Florida"
1235,1196,0.859,0.12933,1,"Iowa St","Florida"
1292,1196,0.31,0.18851,1,"MTSU","Florida"
1321,1196,0.016,0.11248,0,"Northwestern","Florida"
1323,1196,0.859,0.27004,1,"Notre Dame","Florida"
1345,1196,0.852,0.18308,1,"Purdue","Florida"
1388,1196,0.013,0.23368,0,"St Mary's CA","Florida"
1437,1196,0.92,0.78126,1,"Villanova","Florida"
1438,1196,0,0.5677,0,"Virginia","Florida"
1452,1196,1,0.34711,1,"West Virginia","Florida"
1458,1196,0.774,0.54599,1,"Wisconsin","Florida"
1462,1196,0.976,0.80069,1,"Xavier","Florida"
1116,1196,1,0.68116,1,"Arkansas","Florida"
1124,1196,0,0.27542,0,"Baylor","Florida"
1153,1196,0.627,0.65232,0,"Cincinnati","Florida"
1181,1196,1,0.03928,1,"Duke","Florida"
1242,1196,0.725,0.96665,0,"Kansas","Florida"
1246,1196,1,0.41477,1,"Kentucky","Florida"
1257,1196,0.259,0.89957,0,"Louisville","Florida"
1276,1196,0.629,0.49031,1,"Michigan","Florida"
1277,1196,0.022,0.25438,0,"Michigan St","Florida"
1314,1196,0.377,0.99632,0,"North Carolina","Florida"
1332,1196,0.783,0.19565,1,"Oregon","Florida"
1348,1196,0.018,0.29076,0,"Rhode Island","Florida"
1376,1196,0,0.01385,0,"South Carolina","Florida"
1417,1196,0.814,0.36722,1,"UCLA","Florida"
1455,1196,1,0.74924,1,"Wichita St","Florida"
1448,1196,1,0.21957,1,"Wake Forest","Florida"
1309,1196,0,0.69422,0,"New Orleans","Florida"
1300,1196,0,0.7959,0,"NC Central","Florida"
1344,1196,0,0.7041,0,"Providence","Florida"
1315,1196,0,0.39151,0,"North Dakota","Florida"
1457,1196,0.001,0.33107,0,"Winthrop","Florida"
1190,1196,0.965,0.92811,1,"ETSU","Florida"
1195,1196,0,0.16859,0,"FL Gulf Coast","Florida"
1355,1196,0.076,0.80695,0,"S Dakota St","Florida"
1305,1196,1,0.73546,1,"Nevada","Florida"
1278,1196,0.988,0.67524,1,"Minnesota","Florida"
1435,1196,0.007,0.39128,0,"Vanderbilt","Florida"
1343,1196,0.001,0.10936,0,"Princeton","Florida"
1436,1196,0.186,0.12594,1,"Vermont","Florida"
1433,1196,0.222,0.52726,0,"VA Commonwealth","Florida"
1423,1196,0.135,0.98527,0,"UNC Wilmington","Florida"
1137,1196,0.38,0.81635,0,"Bucknell","Florida"
1439,1196,0.71,0.5097,1,"Virginia Tech","Florida"
1268,1196,0.001,0.96511,0,"Maryland","Florida"
1371,1196,0,0.70223,0,"Seton Hall","Florida"
1308,1196,0,0.17952,0,"New Mexico St","Florida"
1407,1196,1,0.04642,1,"Troy","Florida"
1297,1196,0.006,0.83155,0,"N Kentucky","Florida"
1240,1196,0,0.25915,0,"Jacksonville St","Florida"
1329,1196,1,0.94739,1,"Oklahoma St","Florida"
1274,1196,0,0.75077,0,"Miami FL","Florida"
1411,1196,0.409,0.43013,0,"TX Southern","Florida"
1233,1196,0.362,0.73867,0,"Iona","Florida"
1166,1196,0.747,0.71047,1,"Creighton","Florida"
1266,1196,0.6,0.55323,1,"Marquette","Florida"
1245,1196,0.165,0.81016,0,"Kent","Florida"
1374,1196,0.888,0.12229,1,"SMU","Florida"
1173,1196,0,0.57059,0,"Dayton","Florida"
1243,1199,0,0.70943,0,"Kansas St","Florida St"
1291,1199,0.001,0.7982,0,"Mt St Mary's","Florida St"
1413,1199,0,0.81877,0,"UC Davis","Florida St"
1425,1199,0.654,0.24334,1,"USC","Florida St"
1112,1199,0.911,0.11582,1,"Arizona","Florida St"
1139,1199,0,0.68552,0,"Butler","Florida St"
1196,1199,0.962,0.15589,1,"Florida","Florida St"
1211,1199,1,0.23798,1,"Gonzaga","Florida St"
1235,1199,0.001,0.06006,0,"Iowa St","Florida St"
1292,1199,0,0.89819,0,"MTSU","Florida St"
1321,1199,0.007,0.55077,0,"Northwestern","Florida St"
