"","GameID","Season","variable","value"
"104",9,2009,"Ast",8
"105",9,2009,"TO",-6
"106",9,2009,"Stl",2
"107",9,2009,"Blk",2
"108",9,2009,"PF",-4
"109",10,2009,"FGM",7
"110",10,2009,"FGA",-29
"111",10,2009,"FGM3",-2
"112",10,2009,"FGA3",-11
"113",10,2009,"FTM",16
"114",10,2009,"OR",-13
"115",10,2009,"DR",22
"116",10,2009,"Ast",5
"117",10,2009,"TO",8
"118",10,2009,"Stl",-4
"119",10,2009,"Blk",5
"120",10,2009,"PF",-13
"121",11,2009,"FGM",1
"122",11,2009,"FGA",-2
"123",11,2009,"FGM3",-4
"124",11,2009,"FGA3",-7
"125",11,2009,"FTM",7
"126",11,2009,"OR",1
"127",11,2009,"DR",1
"128",11,2009,"Ast",-2
"129",11,2009,"TO",-4
"130",11,2009,"Stl",2
"131",11,2009,"Blk",0
"132",11,2009,"PF",-7
"133",12,2009,"FGM",5
"134",12,2009,"FGA",3
"135",12,2009,"FGM3",7
"136",12,2009,"FGA3",7
"137",12,2009,"FTM",-3
"138",12,2009,"OR",6
"139",12,2009,"DR",5
"140",12,2009,"Ast",0
"141",12,2009,"TO",2
"142",12,2009,"Stl",0
"143",12,2009,"Blk",-1
"144",12,2009,"PF",-2
"145",13,2009,"FGM",7
"146",13,2009,"FGA",-7
"147",13,2009,"FGM3",-1
"148",13,2009,"FGA3",1
"149",13,2009,"FTM",0
"150",13,2009,"OR",0
"151",13,2009,"DR",9
"152",13,2009,"Ast",5
"153",13,2009,"TO",4
"154",13,2009,"Stl",-9
"155",13,2009,"Blk",5
"156",13,2009,"PF",-5
"157",14,2009,"FGM",1
"158",14,2009,"FGA",3
"159",14,2009,"FGM3",0
"160",14,2009,"FGA3",-3
"161",14,2009,"FTM",-1
"162",14,2009,"OR",-1
"163",14,2009,"DR",3
"164",14,2009,"Ast",-5
"165",14,2009,"TO",0
"166",14,2009,"Stl",4
"167",14,2009,"Blk",-3
"168",14,2009,"PF",3
"169",15,2009,"FGM",-3
"170",15,2009,"FGA",-12
"171",15,2009,"FGM3",-4
"172",15,2009,"FGA3",-13
"173",15,2009,"FTM",23
"174",15,2009,"OR",3
"175",15,2009,"DR",11
"176",15,2009,"Ast",-1
"177",15,2009,"TO",4
"178",15,2009,"Stl",0
"179",15,2009,"Blk",7
"180",15,2009,"PF",-12
"181",16,2009,"FGM",-4
"182",16,2009,"FGA",-7
"183",16,2009,"FGM3",4
"184",16,2009,"FGA3",1
"185",16,2009,"FTM",8
"186",16,2009,"OR",4
"187",16,2009,"DR",4
"188",16,2009,"Ast",-1
"189",16,2009,"TO",3
"190",16,2009,"Stl",-1
"191",16,2009,"Blk",1
"192",16,2009,"PF",-12
"193",17,2009,"FGM",7
"194",17,2009,"FGA",4
"195",17,2009,"FGM3",-3
"196",17,2009,"FGA3",-9
"197",17,2009,"FTM",2
"198",17,2009,"OR",3
"199",17,2009,"DR",7
"200",17,2009,"Ast",8
"201",17,2009,"TO",-2
"202",17,2009,"Stl",0
"203",17,2009,"Blk",-5
"204",17,2009,"PF",-1
"205",18,2009,"FGM",3
"206",18,2009,"FGA",-9
"207",18,2009,"FGM3",-4
"208",18,2009,"FGA3",-20
"209",18,2009,"FTM",11
"210",18,2009,"OR",-5
"211",18,2009,"DR",4
"212",18,2009,"Ast",-5
"213",18,2009,"TO",-6
"214",18,2009,"Stl",6
"215",18,2009,"Blk",-1
"216",18,2009,"PF",-7
"217",19,2009,"FGM",1
"218",19,2009,"FGA",-12
"219",19,2009,"FGM3",2
"220",19,2009,"FGA3",-3
"221",19,2009,"FTM",5
"222",19,2009,"OR",-6
"223",19,2009,"DR",4
"224",19,2009,"Ast",-1
"225",19,2009,"TO",2
"226",19,2009,"Stl",-1
"227",19,2009,"Blk",-3
"228",19,2009,"PF",-2
"229",20,2009,"FGM",5
"230",20,2009,"FGA",15
"231",20,2009,"FGM3",1
"232",20,2009,"FGA3",2
"233",20,2009,"FTM",4
"234",20,2009,"OR",4
"235",20,2009,"DR",-5
"236",20,2009,"Ast",5
"237",20,2009,"TO",-12
"238",20,2009,"Stl",5
"239",20,2009,"Blk",-12
"240",20,2009,"PF",-3
"241",21,2009,"FGM",7
"242",21,2009,"FGA",5
"243",21,2009,"FGM3",-1
"244",21,2009,"FGA3",-10
"245",21,2009,"FTM",-5
"246",21,2009,"OR",-2
"247",21,2009,"DR",-3
"248",21,2009,"Ast",4
"249",21,2009,"TO",-2
"250",21,2009,"Stl",3
"251",21,2009,"Blk",-2
"252",21,2009,"PF",1
"253",22,2009,"FGM",6
"254",22,2009,"FGA",2
"255",22,2009,"FGM3",-6
"256",22,2009,"FGA3",-12
"257",22,2009,"FTM",4
"258",22,2009,"OR",1
"259",22,2009,"DR",4
"260",22,2009,"Ast",8
"261",22,2009,"TO",-4
"262",22,2009,"Stl",2
"263",22,2009,"Blk",-2
"264",22,2009,"PF",-4
"265",23,2009,"FGM",9
"266",23,2009,"FGA",-2
"267",23,2009,"FGM3",6
"268",23,2009,"FGA3",13
"269",23,2009,"FTM",-4
"270",23,2009,"OR",-5
"271",23,2009,"DR",7
"272",23,2009,"Ast",7
"273",23,2009,"TO",-1
"274",23,2009,"Stl",5
"275",23,2009,"Blk",3
"276",23,2009,"PF",6
"277",24,2009,"FGM",-5
"278",24,2009,"FGA",-6
"279",24,2009,"FGM3",-2
"280",24,2009,"FGA3",-4
"281",24,2009,"FTM",13
"282",24,2009,"OR",3
"283",24,2009,"DR",3
"284",24,2009,"Ast",-4
"285",24,2009,"TO",0
"286",24,2009,"Stl",2
"287",24,2009,"Blk",-1
"288",24,2009,"PF",-7
"289",25,2009,"FGM",3
"290",25,2009,"FGA",0
"291",25,2009,"FGM3",-1
"292",25,2009,"FGA3",-4
"293",25,2009,"FTM",10
"294",25,2009,"OR",9
"295",25,2009,"DR",12
"296",25,2009,"Ast",-1
"297",25,2009,"TO",4
"298",25,2009,"Stl",-2
"299",25,2009,"Blk",-3
"300",25,2009,"PF",-2
"301",26,2009,"FGM",5
"302",26,2009,"FGA",-5
"303",26,2009,"FGM3",-1
"304",26,2009,"FGA3",-1
"305",26,2009,"FTM",10
"306",26,2009,"OR",-8
"307",26,2009,"DR",5
"308",26,2009,"Ast",8
"309",26,2009,"TO",-5
"310",26,2009,"Stl",3
"311",26,2009,"Blk",1
"312",26,2009,"PF",-4
"313",27,2009,"FGM",6
"314",27,2009,"FGA",-3
"315",27,2009,"FGM3",-4
"316",27,2009,"FGA3",-12
"317",27,2009,"FTM",-6
"318",27,2009,"OR",-3
"319",27,2009,"DR",6
"320",27,2009,"Ast",-3
"321",27,2009,"TO",1
"322",27,2009,"Stl",1
"323",27,2009,"Blk",-1
"324",27,2009,"PF",3
"325",28,2009,"FGM",1
"326",28,2009,"FGA",-20
"327",28,2009,"FGM3",3
"328",28,2009,"FGA3",-3
"329",28,2009,"FTM",5
"330",28,2009,"OR",-11
"331",28,2009,"DR",14
"332",28,2009,"Ast",4
"333",28,2009,"TO",9
"334",28,2009,"Stl",-1
"335",28,2009,"Blk",0
"336",28,2009,"PF",-1
"337",29,2009,"FGM",0
"338",29,2009,"FGA",12
"339",29,2009,"FGM3",-1
"340",29,2009,"FGA3",-1
"341",29,2009,"FTM",3
"342",29,2009,"OR",14
"343",29,2009,"DR",2
"344",29,2009,"Ast",-2
"345",29,2009,"TO",2
"346",29,2009,"Stl",4
"347",29,2009,"Blk",-4
"348",29,2009,"PF",-3
"349",30,2009,"FGM",7
"350",30,2009,"FGA",-18
"351",30,2009,"FGM3",0
"352",30,2009,"FGA3",-5
"353",30,2009,"FTM",1
"354",30,2009,"OR",-2
"355",30,2009,"DR",23
"356",30,2009,"Ast",4
"357",30,2009,"TO",15
"358",30,2009,"Stl",-7
"359",30,2009,"Blk",10
"360",30,2009,"PF",1
"361",31,2009,"FGM",9
"362",31,2009,"FGA",-4
"363",31,2009,"FGM3",-2
"364",31,2009,"FGA3",-14
"365",31,2009,"FTM",1
"366",31,2009,"OR",-2
"367",31,2009,"DR",7
"368",31,2009,"Ast",6
"369",31,2009,"TO",-2
"370",31,2009,"Stl",2
"371",31,2009,"Blk",3
"372",31,2009,"PF",-3
"373",32,2009,"FGM",2
"374",32,2009,"FGA",8
"375",32,2009,"FGM3",5
"376",32,2009,"FGA3",14
"377",32,2009,"FTM",-7
"378",32,2009,"OR",1
"379",32,2009,"DR",-8
"380",32,2009,"Ast",4
"381",32,2009,"TO",-6
"382",32,2009,"Stl",-2
"383",32,2009,"Blk",-2
"384",32,2009,"PF",0
"385",33,2009,"FGM",7
"386",33,2009,"FGA",8
"387",33,2009,"FGM3",0
"388",33,2009,"FGA3",-2
"389",33,2009,"FTM",4
"390",33,2009,"OR",6
"391",33,2009,"DR",7
"392",33,2009,"Ast",0
"393",33,2009,"TO",-4
"394",33,2009,"Stl",-1
"395",33,2009,"Blk",0
"396",33,2009,"PF",-1
"397",34,2009,"FGM",7
"398",34,2009,"FGA",-6
"399",34,2009,"FGM3",2
"400",34,2009,"FGA3",-5
"401",34,2009,"FTM",10
"402",34,2009,"OR",0
"403",34,2009,"DR",11
"404",34,2009,"Ast",3
"405",34,2009,"TO",2
"406",34,2009,"Stl",0
"407",34,2009,"Blk",2
"408",34,2009,"PF",-5
"409",35,2009,"FGM",-2
"410",35,2009,"FGA",3
"411",35,2009,"FGM3",4
"412",35,2009,"FGA3",2
"413",35,2009,"FTM",5
"414",35,2009,"OR",-1
"415",35,2009,"DR",-4
"416",35,2009,"Ast",1
"417",35,2009,"TO",-6
"418",35,2009,"Stl",3
"419",35,2009,"Blk",-1
"420",35,2009,"PF",-3
"421",36,2009,"FGM",-2
"422",36,2009,"FGA",-2
"423",36,2009,"FGM3",-3
"424",36,2009,"FGA3",-4
"425",36,2009,"FTM",9
"426",36,2009,"OR",-1
"427",36,2009,"DR",1
"428",36,2009,"Ast",4
"429",36,2009,"TO",0
"430",36,2009,"Stl",0
"431",36,2009,"Blk",-1
"432",36,2009,"PF",-8
"433",37,2009,"FGM",4
"434",37,2009,"FGA",-9
"435",37,2009,"FGM3",5
"436",37,2009,"FGA3",5
"437",37,2009,"FTM",6
"438",37,2009,"OR",-3
"439",37,2009,"DR",11
"440",37,2009,"Ast",12
"441",37,2009,"TO",6
"442",37,2009,"Stl",-2
"443",37,2009,"Blk",0
"444",37,2009,"PF",0
"445",38,2009,"FGM",3
"446",38,2009,"FGA",-5
"447",38,2009,"FGM3",-3
"448",38,2009,"FGA3",-9
"449",38,2009,"FTM",11
"450",38,2009,"OR",-5
"451",38,2009,"DR",4
"452",38,2009,"Ast",1
"453",38,2009,"TO",-5
"454",38,2009,"Stl",6
"455",38,2009,"Blk",1
"456",38,2009,"PF",-7
"457",39,2009,"FGM",3
"458",39,2009,"FGA",-5
"459",39,2009,"FGM3",-4
"460",39,2009,"FGA3",-8
"461",39,2009,"FTM",8
"462",39,2009,"OR",-1
"463",39,2009,"DR",2
"464",39,2009,"Ast",6
"465",39,2009,"TO",-3
"466",39,2009,"Stl",0
"467",39,2009,"Blk",3
"468",39,2009,"PF",-10
"469",40,2009,"FGM",-3
"470",40,2009,"FGA",-3
"471",40,2009,"FGM3",3
"472",40,2009,"FGA3",4
"473",40,2009,"FTM",5
"474",40,2009,"OR",-1
"475",40,2009,"DR",1
"476",40,2009,"Ast",2
"477",40,2009,"TO",2
"478",40,2009,"Stl",1
"479",40,2009,"Blk",4
"480",40,2009,"PF",1
"481",41,2009,"FGM",11
"482",41,2009,"FGA",20
"483",41,2009,"FGM3",-1
"484",41,2009,"FGA3",1
"485",41,2009,"FTM",-1
"486",41,2009,"OR",9
"487",41,2009,"DR",4
"488",41,2009,"Ast",6
"489",41,2009,"TO",-9
"490",41,2009,"Stl",4
"491",41,2009,"Blk",-2
"492",41,2009,"PF",1
"493",42,2009,"FGM",0
"494",42,2009,"FGA",-15
"495",42,2009,"FGM3",0
"496",42,2009,"FGA3",-12
"497",42,2009,"FTM",14
"498",42,2009,"OR",-6
"499",42,2009,"DR",9
"500",42,2009,"Ast",9
"501",42,2009,"TO",0
"502",42,2009,"Stl",1
"503",42,2009,"Blk",2
"504",42,2009,"PF",1
"505",43,2009,"FGM",7
"506",43,2009,"FGA",-19
"507",43,2009,"FGM3",-1
"508",43,2009,"FGA3",-3
"509",43,2009,"FTM",4
"510",43,2009,"OR",-6
"511",43,2009,"DR",13
"512",43,2009,"Ast",2
"513",43,2009,"TO",6
"514",43,2009,"Stl",-8
"515",43,2009,"Blk",6
"516",43,2009,"PF",-12
"517",44,2009,"FGM",3
"518",44,2009,"FGA",-4
"519",44,2009,"FGM3",2
"520",44,2009,"FGA3",-4
"521",44,2009,"FTM",-1
"522",44,2009,"OR",6
"523",44,2009,"DR",9
"524",44,2009,"Ast",1
"525",44,2009,"TO",8
"526",44,2009,"Stl",-5
"527",44,2009,"Blk",6
"528",44,2009,"PF",-1
"529",45,2009,"FGM",-1
"530",45,2009,"FGA",-6
"531",45,2009,"FGM3",5
"532",45,2009,"FGA3",3
"533",45,2009,"FTM",2
"534",45,2009,"OR",0
"535",45,2009,"DR",6
"536",45,2009,"Ast",10
"537",45,2009,"TO",5
"538",45,2009,"Stl",-5
"539",45,2009,"Blk",-4
"540",45,2009,"PF",-3
"541",46,2009,"FGM",8
"542",46,2009,"FGA",4
"543",46,2009,"FGM3",2
"544",46,2009,"FGA3",8
"545",46,2009,"FTM",-14
"546",46,2009,"OR",-6
"547",46,2009,"DR",-5
"548",46,2009,"Ast",6
"549",46,2009,"TO",-5
"550",46,2009,"Stl",2
"551",46,2009,"Blk",4
"552",46,2009,"PF",6
"553",47,2009,"FGM",2
"554",47,2009,"FGA",3
"555",47,2009,"FGM3",-1
"556",47,2009,"FGA3",0
"557",47,2009,"FTM",5
"558",47,2009,"OR",14
"559",47,2009,"DR",6
"560",47,2009,"Ast",0
"561",47,2009,"TO",5
"562",47,2009,"Stl",-6
"563",47,2009,"Blk",4
"564",47,2009,"PF",-9
"565",48,2009,"FGM",6
"566",48,2009,"FGA",-2
"567",48,2009,"FGM3",-4
"568",48,2009,"FGA3",-15
"569",48,2009,"FTM",3
"570",48,2009,"OR",-3
"571",48,2009,"DR",12
"572",48,2009,"Ast",1
"573",48,2009,"TO",0
"574",48,2009,"Stl",2
"575",48,2009,"Blk",-2
"576",48,2009,"PF",-2
"577",49,2009,"FGM",2
"578",49,2009,"FGA",-10
"579",49,2009,"FGM3",3
"580",49,2009,"FGA3",-6
"581",49,2009,"FTM",4
"582",49,2009,"OR",0
"583",49,2009,"DR",7
"584",49,2009,"Ast",7
"585",49,2009,"TO",7
"586",49,2009,"Stl",-1
"587",49,2009,"Blk",3
"588",49,2009,"PF",-3
"589",50,2009,"FGM",1
"590",50,2009,"FGA",-10
"591",50,2009,"FGM3",-3
"592",50,2009,"FGA3",-15
"593",50,2009,"FTM",13
"594",50,2009,"OR",5
"595",50,2009,"DR",10
"596",50,2009,"Ast",7
"597",50,2009,"TO",4
"598",50,2009,"Stl",-1
"599",50,2009,"Blk",4
"600",50,2009,"PF",-14
"601",51,2009,"FGM",-2
"602",51,2009,"FGA",-7
"603",51,2009,"FGM3",3
"604",51,2009,"FGA3",1
"605",51,2009,"FTM",12
"606",51,2009,"OR",-3
"607",51,2009,"DR",0
"608",51,2009,"Ast",1
"609",51,2009,"TO",-2
"610",51,2009,"Stl",1
"611",51,2009,"Blk",-3
"612",51,2009,"PF",-1
"613",52,2009,"FGM",1
"614",52,2009,"FGA",1
"615",52,2009,"FGM3",-1
"616",52,2009,"FGA3",-8
"617",52,2009,"FTM",4
"618",52,2009,"OR",1
"619",52,2009,"DR",-1
"620",52,2009,"Ast",0
"621",52,2009,"TO",-1
"622",52,2009,"Stl",5
"623",52,2009,"Blk",-4
"624",52,2009,"PF",-4
"625",53,2009,"FGM",11
"626",53,2009,"FGA",4
"627",53,2009,"FGM3",-1
"628",53,2009,"FGA3",-9
"629",53,2009,"FTM",2
"630",53,2009,"OR",5
"631",53,2009,"DR",10
"632",53,2009,"Ast",2
"633",53,2009,"TO",1
"634",53,2009,"Stl",-3
"635",53,2009,"Blk",3
"636",53,2009,"PF",-1
"637",54,2009,"FGM",14
"638",54,2009,"FGA",3
"639",54,2009,"FGM3",7
"640",54,2009,"FGA3",5
"641",54,2009,"FTM",4
"642",54,2009,"OR",-4
"643",54,2009,"DR",8
"644",54,2009,"Ast",14
"645",54,2009,"TO",-5
"646",54,2009,"Stl",5
"647",54,2009,"Blk",2
"648",54,2009,"PF",2
"649",55,2009,"FGM",-1
"650",55,2009,"FGA",6
"651",55,2009,"FGM3",2
"652",55,2009,"FGA3",3
"653",55,2009,"FTM",5
"654",55,2009,"OR",0
"655",55,2009,"DR",-6
"656",55,2009,"Ast",6
"657",55,2009,"TO",-6
"658",55,2009,"Stl",6
"659",55,2009,"Blk",-2
"660",55,2009,"PF",-1
"661",56,2009,"FGM",9
"662",56,2009,"FGA",10
"663",56,2009,"FGM3",4
"664",56,2009,"FGA3",-4
"665",56,2009,"FTM",-1
"666",56,2009,"OR",7
"667",56,2009,"DR",4
"668",56,2009,"Ast",13
"669",56,2009,"TO",-3
"670",56,2009,"Stl",2
"671",56,2009,"Blk",-1
"672",56,2009,"PF",-2
"673",57,2009,"FGM",5
"674",57,2009,"FGA",-1
"675",57,2009,"FGM3",2
"676",57,2009,"FGA3",-3
"677",57,2009,"FTM",1
"678",57,2009,"OR",1
"679",57,2009,"DR",6
"680",57,2009,"Ast",6
"681",57,2009,"TO",0
"682",57,2009,"Stl",1
"683",57,2009,"Blk",1
"684",57,2009,"PF",4
"685",58,2009,"FGM",-5
"686",58,2009,"FGA",-23
"687",58,2009,"FGM3",-3
"688",58,2009,"FGA3",-6
"689",58,2009,"FTM",20
"690",58,2009,"OR",-1
"691",58,2009,"DR",16
"692",58,2009,"Ast",-6
"693",58,2009,"TO",11
"694",58,2009,"Stl",-7
"695",58,2009,"Blk",7
"696",58,2009,"PF",-11
"697",59,2009,"FGM",0
"698",59,2009,"FGA",4
"699",59,2009,"FGM3",1
"700",59,2009,"FGA3",2
"701",59,2009,"FTM",1
"702",59,2009,"OR",3
"703",59,2009,"DR",2
"704",59,2009,"Ast",-5
"705",59,2009,"TO",2
"706",59,2009,"Stl",2
"707",59,2009,"Blk",2
"708",59,2009,"PF",6
"709",60,2009,"FGM",6
"710",60,2009,"FGA",5
"711",60,2009,"FGM3",2
"712",60,2009,"FGA3",0
"713",60,2009,"FTM",-2
"714",60,2009,"OR",2
"715",60,2009,"DR",6
"716",60,2009,"Ast",7
"717",60,2009,"TO",0
"718",60,2009,"Stl",0
"719",60,2009,"Blk",-4
"720",60,2009,"PF",7
"721",61,2009,"FGM",2
"722",61,2009,"FGA",-3
"723",61,2009,"FGM3",3
"724",61,2009,"FGA3",-5
"725",61,2009,"FTM",5
"726",61,2009,"OR",-6
"727",61,2009,"DR",2
"728",61,2009,"Ast",4
"729",61,2009,"TO",-4
"730",61,2009,"Stl",3
"731",61,2009,"Blk",2
"732",61,2009,"PF",-1
"733",62,2009,"FGM",6
"734",62,2009,"FGA",13
"735",62,2009,"FGM3",4
"736",62,2009,"FGA3",13
"737",62,2009,"FTM",-7
"738",62,2009,"OR",2
"739",62,2009,"DR",-2
"740",62,2009,"Ast",10
"741",62,2009,"TO",-5
"742",62,2009,"Stl",6
"743",62,2009,"Blk",-4
"744",62,2009,"PF",7
"745",63,2009,"FGM",-1
"746",63,2009,"FGA",-17
"747",63,2009,"FGM3",6
"748",63,2009,"FGA3",-5
"749",63,2009,"FTM",10
"750",63,2009,"OR",-8
"751",63,2009,"DR",3
"752",63,2009,"Ast",8
"753",63,2009,"TO",0
"754",63,2009,"Stl",-1
"755",63,2009,"Blk",3
"756",63,2009,"PF",-6
"757",64,2009,"FGM",6
"758",64,2009,"FGA",6
"759",64,2009,"FGM3",-2
"760",64,2009,"FGA3",-11
"761",64,2009,"FTM",7
"762",64,2009,"OR",-2
"763",64,2009,"DR",-5
"764",64,2009,"Ast",0
"765",64,2009,"TO",-14
"766",64,2009,"Stl",8
"767",64,2009,"Blk",-5
"768",64,2009,"PF",-6
"769",65,2010,"FGM",1
"770",65,2010,"FGA",-11
"771",65,2010,"FGM3",4
"772",65,2010,"FGA3",-5
"773",65,2010,"FTM",11
"774",65,2010,"OR",-4
"775",65,2010,"DR",9
"776",65,2010,"Ast",7
"777",65,2010,"TO",3
"778",65,2010,"Stl",0
"779",65,2010,"Blk",2
"780",65,2010,"PF",-6
"781",66,2010,"FGM",3
"782",66,2010,"FGA",-9
"783",66,2010,"FGM3",-1
"784",66,2010,"FGA3",-11
"785",66,2010,"FTM",4
"786",66,2010,"OR",0
"787",66,2010,"DR",10
"788",66,2010,"Ast",-2
"789",66,2010,"TO",3
"790",66,2010,"Stl",1
"791",66,2010,"Blk",1
"792",66,2010,"PF",-2
"793",67,2010,"FGM",-1
"794",67,2010,"FGA",-7
"795",67,2010,"FGM3",9
"796",67,2010,"FGA3",13
"797",67,2010,"FTM",11
"798",67,2010,"OR",2
"799",67,2010,"DR",0
"800",67,2010,"Ast",-1
"801",67,2010,"TO",-4
"802",67,2010,"Stl",-2
"803",67,2010,"Blk",0
"804",67,2010,"PF",-11
"805",68,2010,"FGM",-2
"806",68,2010,"FGA",-13
"807",68,2010,"FGM3",0
"808",68,2010,"FGA3",-9
"809",68,2010,"FTM",11
"810",68,2010,"OR",-10
"811",68,2010,"DR",-2
"812",68,2010,"Ast",-4
"813",68,2010,"TO",-9
"814",68,2010,"Stl",5
"815",68,2010,"Blk",-2
"816",68,2010,"PF",-7
"817",69,2010,"FGM",13
"818",69,2010,"FGA",7
"819",69,2010,"FGM3",2
"820",69,2010,"FGA3",2
"821",69,2010,"FTM",-12
"822",69,2010,"OR",1
"823",69,2010,"DR",7
"824",69,2010,"Ast",6
"825",69,2010,"TO",1
"826",69,2010,"Stl",4
"827",69,2010,"Blk",7
"828",69,2010,"PF",2
"829",70,2010,"FGM",14
"830",70,2010,"FGA",6
"831",70,2010,"FGM3",2
"832",70,2010,"FGA3",-1
"833",70,2010,"FTM",-10
"834",70,2010,"OR",-2
"835",70,2010,"DR",6
"836",70,2010,"Ast",4
"837",70,2010,"TO",-5
"838",70,2010,"Stl",7
"839",70,2010,"Blk",10
"840",70,2010,"PF",8
"841",71,2010,"FGM",8
"842",71,2010,"FGA",-4
"843",71,2010,"FGM3",11
"844",71,2010,"FGA3",16
"845",71,2010,"FTM",2
"846",71,2010,"OR",-4
"847",71,2010,"DR",8
"848",71,2010,"Ast",16
"849",71,2010,"TO",0
"850",71,2010,"Stl",-3
"851",71,2010,"Blk",10
"852",71,2010,"PF",1
"853",72,2010,"FGM",3
"854",72,2010,"FGA",10
"855",72,2010,"FGM3",3
"856",72,2010,"FGA3",3
"857",72,2010,"FTM",-8
"858",72,2010,"OR",5
"859",72,2010,"DR",1
"860",72,2010,"Ast",-2
"861",72,2010,"TO",1
"862",72,2010,"Stl",0
"863",72,2010,"Blk",0
"864",72,2010,"PF",4
"865",73,2010,"FGM",0
"866",73,2010,"FGA",-1
"867",73,2010,"FGM3",-1
"868",73,2010,"FGA3",-1
"869",73,2010,"FTM",6
"870",73,2010,"OR",-1
"871",73,2010,"DR",-5
"872",73,2010,"Ast",-3
"873",73,2010,"TO",-6
"874",73,2010,"Stl",3
"875",73,2010,"Blk",1
"876",73,2010,"PF",-7
"877",74,2010,"FGM",-5
"878",74,2010,"FGA",-13
"879",74,2010,"FGM3",0
"880",74,2010,"FGA3",-3
"881",74,2010,"FTM",13
"882",74,2010,"OR",-2
"883",74,2010,"DR",9
"884",74,2010,"Ast",-1
"885",74,2010,"TO",8
"886",74,2010,"Stl",-2
"887",74,2010,"Blk",0
"888",74,2010,"PF",-4
"889",75,2010,"FGM",1
"890",75,2010,"FGA",-6
"891",75,2010,"FGM3",5
"892",75,2010,"FGA3",1
"893",75,2010,"FTM",7
"894",75,2010,"OR",-6
"895",75,2010,"DR",1
"896",75,2010,"Ast",1
"897",75,2010,"TO",-6
"898",75,2010,"Stl",1
"899",75,2010,"Blk",-2
"900",75,2010,"PF",-3
"901",76,2010,"FGM",-1
"902",76,2010,"FGA",-11
"903",76,2010,"FGM3",-3
"904",76,2010,"FGA3",-13
"905",76,2010,"FTM",6
"906",76,2010,"OR",-7
"907",76,2010,"DR",0
"908",76,2010,"Ast",-1
"909",76,2010,"TO",-2
"910",76,2010,"Stl",1
"911",76,2010,"Blk",0
"912",76,2010,"PF",-5
"913",77,2010,"FGM",1
"914",77,2010,"FGA",0
"915",77,2010,"FGM3",-2
"916",77,2010,"FGA3",-2
